Date,Open,High,Low,Adj Close,Close,total_cases,Unemp_rate,new_cases,stringency_index,COB_price
2017-05-21,5687.970215,5724.709961,5568.470215,5683.453287666667,5683.453287666667,,4.4,0.0,,52.75428571428571
2017-05-28,5662.950195,5795.0952145,5661.589844,5791.494873,5791.494873,,4.4,0.0,,52.86142857142857
2017-06-04,5784.5773927499995,5886.433268333333,5762.560059,5879.233398333334,5879.233398333334,,4.3,0.0,,50.63428571428572
2017-06-11,5881.220215,5897.689941,5641.479818,5719.4334309999995,5719.4334309999995,,4.3,0.0,,48.58571428571429
2017-06-18,5677.160156,5774.200195,5633.339844,5741.97347,5741.97347,,4.3,0.0,,47.51142857142857
2017-06-25,5729.540039,5833.536621,5724.490234,5786.096517,5786.096517,,4.3,0.0,,45.69714285714286
2017-07-02,5832.310059,5845.149902,5599.439941,5613.613281333333,5613.613281333333,,4.3,0.0,,47.53285714285715
2017-07-09,5680.359863,5696.753418,5579.640137,5681.590006333334,5681.590006333334,,4.3,0.0,,47.92714285714286
2017-07-16,5662.709961,5855.360026333334,5650.259766,5839.186848666666,5839.186848666666,,4.3,0.0,,48.114285714285714
2017-07-23,5845.819824,5940.896647,5818.200195,5934.756673,5934.756673,,4.3,0.0,,48.71142857142858
2017-07-30,5920.930176,5995.77002,5847.049805,5889.860026,5889.860026,,4.3,0.0,,51.278571428571425
2017-08-06,5928.680176,5936.149902,5859.620117,5923.123372,5923.123372,,4.4,0.0,,52.287142857142854
2017-08-13,5909.450195,5972.930176,5783.359863,5882.623209666666,5882.623209666666,,4.4,0.0,,52.00571428571429
2017-08-20,5878.640137,5944.97998,5757.046712333334,5787.996744666667,5787.996744666667,,4.4,0.0,,51.41857142857143
2017-08-27,5791.040039,5879.0,5750.5,5832.896647,5832.896647,,4.4,0.0,,52.12142857142857
2017-09-03,5839.27002,6009.609863,5785.220215,5960.3149410000005,5960.3149410000005,,4.3,0.0,,52.13857142857143
2017-09-10,5975.43505875,5988.08508275,5890.25,5958.143229,5958.143229,,4.3,0.0,,53.68714285714286
2017-09-17,5962.350098,6011.783528333333,5957.850098,5983.413411333334,5983.413411333334,,4.3,0.0,,55.065714285714286
2017-09-24,5997.509766,6012.950195,5863.753418,5889.006673333333,5889.006673333333,,4.3,0.0,,56.582857142857144
2017-10-01,5904.060059,5996.873535000001,5839.890137,5981.046549666667,5981.046549666667,,4.2,0.0,,57.709999999999994
2017-10-08,5988.959961,6074.096680000001,5955.830078,6060.543131333333,6060.543131333333,,4.2,0.0,,55.99285714285714
2017-10-15,6071.959961,6110.373209666666,6036.720215,6107.169921666667,6107.169921666667,,4.2,0.0,,56.82142857142857
2017-10-22,6108.660156,6129.490234,6051.470215,6081.493326666667,6081.493326666667,,4.2,0.0,,57.707142857142856
2017-10-29,6122.240234,6241.740072,6011.240234,6222.883301,6222.883301,,4.2,0.0,,59.317142857142855
2017-11-05,6209.799805,6311.593424333333,6194.580078,6307.599934666667,6307.599934666667,,4.2,0.0,,61.68428571428571
2017-11-12,6292.149902,6346.97998,6248.290039,6313.810058666667,6313.810058666667,,4.2,0.0,,63.65428571428571
2017-11-19,6286.009766,6352.470215,6227.990234,6310.5764973333335,6310.5764973333335,,4.2,0.0,,61.50285714285714
2017-11-26,6319.569824,6417.063314,6301.879883,6407.076823,6407.076823,,4.2,0.0,,62.88857142857143
2017-12-03,6409.52002,6426.040039,6244.839844,6288.423502333334,6288.423502333334,,4.1,0.0,,63.81
2017-12-10,6380.680176,6388.803385666666,6234.220215,6377.450032666667,6377.450032666667,,4.1,0.0,,63.55142857142857
2017-12-17,6351.240234,6505.440104,6347.910156,6497.619954666667,6497.619954666667,,4.1,0.0,,64.28999999999999
2017-12-24,6504.890137,6522.700195,6428.495117,6449.1650389999995,6449.1650389999995,,4.1,0.0,,64.556
2017-12-31,6436.12731925,6477.774902499999,6396.419922,6453.879883,6453.879883,,4.1,0.0,,66.30971428571429
2018-01-07,6433.669922,6671.873209333334,6412.4174805,6668.849935,6668.849935,,4.0,0.0,,67.77142857142857
2018-01-14,6651.680176,6799.8850095,6619.350098,6747.840088000001,6747.840088000001,,4.0,0.0,,69.61428571428571
2018-01-21,6780.7175295,6885.266601333333,6713.212402249999,6882.296549333333,6882.296549333333,,4.0,0.0,,69.26
2018-01-28,6829.549805,7022.970215,6822.850098,6999.869954333333,6999.869954333333,,4.0,0.0,,69.81285714285714
2018-02-04,7000.680176,7020.640137,6582.440104333334,6584.0432943333335,6584.0432943333335,,4.1,0.0,,67.88
2018-02-11,6687.470215,6807.959961,6164.430176,6486.793457333333,6486.793457333333,,4.1,0.0,,64.67428571428572
2018-02-18,6477.040039,6840.600098,6424.299805,6775.175048499999,6775.175048499999,,4.1,0.0,,63.26285714285715
2018-02-25,6751.18237275,6958.749836999999,6740.47998,6958.266764666667,6958.266764666667,,4.1,0.0,,66.08571428571429
2018-03-04,6933.819824,7003.129883,6645.029785,6857.866536333333,6857.866536333333,,4.0,0.0,,65.73714285714286
2018-03-11,6777.629883,7137.9366863333335,6753.830078,7121.140136666667,7121.140136666667,,4.0,0.0,,65.04571428571428
2018-03-18,7122.470215,7186.089844,6874.670084333333,6916.569987,6916.569987,,4.0,0.0,,64.31285714285714
2018-03-25,6945.970215,6949.02002,6507.839844,6671.916666666667,6671.916666666667,,4.0,0.0,,67.83142857142857
2018-04-01,6644.399902,6793.5,6350.867554,6438.41235375,6438.41235375,,4.0,0.0,,68.80714285714285
2018-04-08,6528.22998,6632.209961,6322.600098,6459.296549666667,6459.296549666667,,4.0,0.0,,67.40428571428572
2018-04-15,6488.47998,6703.310059,6466.040039,6659.566732,6659.566732,,4.0,0.0,,71.63571428571429
2018-04-22,6675.919922,6856.959961,6623.309896,6655.116536666666,6655.116536666666,,4.0,0.0,,73.73142857142857
2018-04-29,6699.160156,6750.779785,6426.569824,6622.496582,6622.496582,,4.0,0.0,,75.16571428571429
2018-05-06,6669.439941,6825.426595,6539.870117,6804.286783666667,6804.286783666667,,3.8,0.0,,74.4525
2018-05-13,6803.450195,6995.273112333333,6770.299805,6960.433431,6960.433431,,3.8,0.0,,76.6525
2018-05-20,6977.350098,7008.259766,6852.72998,6892.436523333333,6892.436523333333,,3.8,0.0,,78.64142857142858
2018-05-27,6920.319824,6982.52002,6846.939941,6943.7299805,6943.7299805,,3.8,0.0,,77.7975
2018-06-03,6934.24255375,7126.126628,6887.120117,7123.689941333333,7123.689941333333,,4.0,0.0,,74.91035714285715
2018-06-10,7099.5,7212.450195,7099.089844,7163.193359,7163.193359,,4.0,0.0,,74.22571428571429
2018-06-17,7149.649902,7291.310059,7146.089844,7252.860026,7252.860026,,4.0,0.0,,74.02714285714285
2018-06-24,7201.180176,7309.990234,7043.793294333333,7091.283203333333,7091.283203333333,,4.0,0.0,,73.86714285714287
2018-07-01,7131.049805,7144.290039,6950.22998,7078.813151,7078.813151,,3.8,0.0,,75.76285714285714
2018-07-08,6979.540039,7257.386718666667,6969.160156,7253.110026,7253.110026,,3.8,0.0,,76.24285714285715
2018-07-15,7251.180176,7389.6735026666665,7220.22998,7363.873209333334,7363.873209333334,,3.8,0.0,,74.51285714285714
2018-07-22,7381.029785,7418.430176,7288.299805,7364.5965166666665,7364.5965166666665,,3.8,0.0,,71.6842857142857
2018-07-29,7335.419922,7511.390137,7190.959798,7227.659993666666,7227.659993666666,,3.8,0.0,,74.26142857142858
2018-08-05,7292.720215,7424.863281333333,7158.779785,7424.490234,7424.490234,,3.8,0.0,,73.12142857142858
2018-08-12,7390.819824,7498.370117,7381.580078,7403.546549666667,7403.546549666667,,3.8,0.0,,71.24285714285715
2018-08-19,7420.180176,7468.819824,7308.52002,7373.4599610000005,7373.4599610000005,,3.8,0.0,,70.05285714285715
2018-08-26,7393.580078,7537.019857,7343.470215,7534.553222666666,7534.553222666666,,3.8,0.0,,73.24
2018-09-02,7527.370117,7691.100098,7512.02002,7638.4348145,7638.4348145,,3.7,0.0,,76.44714285714285
2018-09-09,7630.61486825,7651.7026365,7400.990234,7441.873372666667,7441.873372666667,,3.7,0.0,,76.50571428571428
2018-09-16,7466.759766,7581.299805,7401.720215,7471.65332,7471.65332,,3.7,0.0,,78.09
2018-09-23,7522.589844,7603.859863,7427.790039,7542.856608,7542.856608,,3.7,0.0,,79.23142857142857
2018-09-30,7477.450195,7683.473307666667,7447.22998,7639.516764,7639.516764,,3.7,0.0,,82.41285714285713
2018-10-07,7673.0,7700.560059,7287.159993666666,7368.216471333333,7368.216471333333,,3.8,0.0,,85.22142857142856
2018-10-14,7356.540039,7430.359863,6892.890137,7098.183268333333,7098.183268333333,,3.8,0.0,,82.41142857142857
2018-10-21,7129.310059,7311.850098,7047.470215,7129.883300666666,7129.883300666666,,3.8,0.0,,80.40857142857143
2018-10-28,7146.029785,7193.720215,6631.093261666667,6760.066568666667,6760.066568666667,,3.8,0.0,,78.01714285714286
2018-11-04,6954.689941,7085.27002,6574.75,6946.489909,6946.489909,,3.8,0.0,,73.46142857142857
2018-11-11,6946.149902,7205.959961,6859.799805,6899.116699333334,6899.116699333334,,3.8,0.0,,70.07714285714286
2018-11-18,6990.370117,6998.799805,6681.390136666667,6717.619954666667,6717.619954666667,,3.8,0.0,,65.78142857142858
2018-11-25,6832.25,6841.439941,6442.359863,6628.009928666666,6628.009928666666,,3.8,0.0,,60.49714285714286
2018-12-02,6616.790039,7055.0432943333335,6590.890137,7024.423177333333,7024.423177333333,,3.9,0.0,,58.73285714285714
2018-12-09,7106.839844,7107.0,6554.400065,6659.586751,6659.586751,,3.9,0.0,,60.61857142857143
2018-12-16,6603.359863,6867.660156,6461.469889666667,6497.246745,6497.246745,,3.9,0.0,,59.1
2018-12-23,6571.0,6621.629883,5934.740071333334,5948.420085,5948.420085,,3.9,0.0,,53.83714285714286
2018-12-30,5994.080078,6388.359863,5895.120117,6315.0701500000005,6315.0701500000005,,3.9,0.0,,51.45771428571429
2019-01-06,6354.850098,6496.026692333333,6139.399902,6466.389974,6466.389974,,4.0,0.0,,54.528000000000006
2019-01-13,6434.549805,6631.060059,6412.97998,6561.159993333334,6561.159993333334,,4.0,0.0,,58.74571428571429
2019-01-20,6536.370117,6816.22998,6512.640137,6715.7099610000005,6715.7099610000005,,4.0,0.0,,60.48142857142857
2019-01-27,6745.3674315,6800.970215,6584.5,6727.183268333333,6727.183268333333,,4.0,0.0,,61.13
2019-02-03,6691.839844,6947.963541666667,6613.419922,6931.813314,6931.813314,,3.8,0.0,,61.574285714285715
2019-02-10,6876.560059,7034.939941,6836.700195,6910.4967449999995,6910.4967449999995,,3.8,0.0,,61.6
2019-02-17,6941.259766,7081.545166,6893.799805,7060.8950195,7060.8950195,,3.8,0.0,,64.12285714285714
2019-02-24,7041.6225585,7139.249999666667,7001.799805,7107.163411666666,7107.163411666666,,3.8,0.0,,66.26285714285714
2019-03-03,7144.339844,7190.613281,7045.410156,7151.07666,7151.07666,,3.8,0.0,,64.42428571428572
2019-03-10,7193.879883,7205.939941,6940.720215,7114.576660333333,7114.576660333333,,3.8,0.0,,64.91285714285713
2019-03-17,7050.049805,7342.893228999999,7049.560059,7319.849934666667,7319.849934666667,,3.8,0.0,,65.90428571428572
2019-03-24,7311.629883,7505.410156,7284.693196666666,7319.993327,7319.993327,,3.8,0.0,,67.19714285714285
2019-03-31,7299.930176,7448.456543,7252.060059,7445.203288,7445.203288,,3.8,0.0,,67.60714285714286
2019-04-07,7450.810059,7595.353352666667,7422.439941,7592.773437333333,7592.773437333333,,3.6,0.0,,69.82142857142857
2019-04-14,7565.060059,7634.706543333333,7536.419922,7628.796712,7628.796712,,3.6,0.0,,71.30142857142857
2019-04-21,7630.600098,7715.069824,7578.540039,7707.54772925,7707.54772925,,3.6,0.0,,71.43371428571429
2019-04-28,7658.370117,7851.970215,7653.890137,7834.920084666667,7834.920084666667,,3.6,0.0,,72.83628571428571
2019-05-05,7825.640137,7851.850098,7672.540039,7811.303222666666,7811.303222666666,,3.6,0.0,,71.69000000000001
2019-05-12,7662.919922,7804.540039,7344.6767580000005,7411.596517,7411.596517,,3.6,0.0,,71.46285714285715
2019-05-19,7385.549805,7627.029785,7303.640137,7419.0268553333335,7419.0268553333335,,3.6,0.0,,73.39428571428572
2019-05-26,7391.72998,7472.709961,7261.459961,7289.669921999999,7289.669921999999,,3.6,0.0,,70.29392857142857
2019-06-02,7329.44506875,7364.5424805,6999.776855666667,7028.000000333333,7028.000000333333,,3.6,0.0,,68.10535714285714
2019-06-09,7110.339844,7530.663411333333,6936.680176,7473.716797,7473.716797,,3.6,0.0,,63.44857142857143
2019-06-16,7472.600098,7595.569824,7454.870117,7510.716634333333,7510.716634333333,,3.6,0.0,,63.089999999999996
2019-06-23,7500.279785,7772.529785,7492.169922,7724.9399416666665,7724.9399416666665,,3.6,0.0,,64.47714285714285
2019-06-30,7737.0,7774.626628,7584.169922,7735.786784,7735.786784,,3.6,0.0,,66.45285714285714
2019-07-07,7816.560059,7857.689941,7735.669922,7804.2932943333335,7804.2932943333335,,3.7,0.0,,64.04571428571428
2019-07-14,7790.459961,7961.220052000001,7748.22998,7959.033528666667,7959.033528666667,,3.7,0.0,,66.2
2019-07-21,7961.069824,7969.790039,7827.490234,7881.713378666667,7881.713378666667,,3.7,0.0,,63.019999999999996
2019-07-28,7862.379883,8027.180176,7862.27002,7998.370117,7998.370117,,3.7,0.0,,62.67857142857143
2019-08-04,8010.049805,8010.049805,7452.5734053333335,7508.059895666666,7508.059895666666,,3.7,0.0,,61.910000000000004
2019-08-11,7510.02002,7726.459961,7356.27002,7589.876790666666,7589.876790666666,,3.7,0.0,,57.30571428571428
2019-08-18,7597.189941,7778.339844,7429.359863,7680.916503666666,7680.916503666666,,3.7,0.0,,58.57857142857143
2019-08-25,7715.410156,7764.790039,7442.930176,7538.343424666667,7538.343424666667,,3.7,0.0,,59.30714285714286
2019-09-01,7540.689941,7747.080078,7500.220215,7650.254883,7650.254883,,3.5,0.0,,59.81714285714286
2019-09-08,7661.32983375,7879.970215,7584.819824,7839.113281,7839.113281,,3.5,0.0,,60.91571428571429
2019-09-15,7876.399902,7975.330078,7743.609863,7865.923502333333,7865.923502333333,,3.5,0.0,,63.33714285714286
2019-09-22,7833.72998,7950.209961,7791.580078,7820.256510333333,7820.256510333333,,3.5,0.0,,65.38142857142857
2019-09-29,7815.22998,7873.25,7626.819824,7726.826822666667,7726.826822666667,,3.5,0.0,,62.747142857142855
2019-10-06,7705.970215,7821.720215,7463.569824,7734.786621333333,7734.786621333333,,3.6,0.0,,59.24285714285714
2019-10-13,7725.680176,7904.049805,7603.759766,7842.846679666666,7842.846679666666,,3.6,0.0,,59.48142857142857
2019-10-20,7834.740234,7981.140137,7827.160156,7916.383463333334,7916.383463333334,,3.6,0.0,,59.36
2019-10-27,7911.580078,8090.9166663333335,7845.089844,8083.5200196666665,8083.5200196666665,,3.6,0.0,,60.88428571428572
2019-11-03,8071.390137,8206.213378666667,8017.919922,8194.163411333333,8194.163411333333,,3.6,0.0,,60.54571428571428
2019-11-10,8218.929688,8271.820313,8157.359863,8246.569986666667,8246.569986666667,,3.6,0.0,,62.36142857142857
2019-11-17,8212.370117,8332.240234333332,8202.360352,8324.160156333333,8324.160156333333,,3.6,0.0,,62.708571428571425
2019-11-24,8303.219727,8357.799805,8226.25,8338.636393666668,8338.636393666668,,3.6,0.0,,64.04428571428572
2019-12-01,8309.549805,8445.610352,8309.549805,8340.733073333333,8340.733073333333,,3.6,0.0,,64.48571428571428
2019-12-08,8409.870117,8419.129557,8167.359863,8374.283528333333,8374.283528333333,,3.6,0.0,,65.21571428571428
2019-12-15,8388.75,8562.360025666667,8339.370117,8542.790039000001,8542.790039000001,,3.6,0.0,,66.85285714285715
2019-12-22,8544.269531,8703.153645999999,8542.419922,8690.169922,8690.169922,,3.6,0.0,,68.66571428571429
2019-12-29,8703.05957,8811.099609,8684.120117,8730.147135666666,8730.147135666666,,3.6,0.0,,68.77
2020-01-05,8766.389648,8873.629883,8671.919922,8830.313151,8830.313151,,3.5,0.0,,68.42
2020-01-12,8713.889648,9055.976887666668,8713.889648,9035.980143333332,9035.980143333332,,3.5,0.0,,67.22285714285714
2020-01-19,9007.94043,9181.944824499999,8991.349609,9170.180176,9170.180176,,3.5,0.0,,64.17714285714285
2020-01-26,9149.09985325,9272.370117,8974.459961333334,9015.276367666667,9015.276367666667,5.0,3.5,4.0,0.0,61.26857142857143
2020-02-02,8913.160156,9170.219727,8910.969727,9081.323568,9081.323568,8.0,3.5,3.0,0.7942857142857143,57.80428571428571
2020-02-09,9033.519531,9496.240234,9031.070313,9478.259765666668,9478.259765666668,12.0,3.5,4.0,5.56,54.41285714285714
2020-02-16,9373.200195,9641.2348635,9373.200195,9626.6899415,9626.6899415,14.0,3.5,2.0,5.56,55.97714285714285
2020-02-23,9578.9301755,9736.570313,9154.706705666667,9201.983398666667,9201.983398666667,16.0,3.5,2.0,5.56,58.339999999999996
2020-03-01,9055.299805,9194.910156,8133.850098,8739.263672000001,8739.263672000001,32.0,4.4,16.0,5.9557142857142855,53.470000000000006
2020-03-08,8569.910156,9000.459961,8048.060221666667,8142.133138,8142.133138,519.0,4.4,487.0,16.40142857142857,47.777142857142856
2020-03-15,7912.140137,8376.44043,7096.366536333333,7345.339844,7345.339844,3212.0,4.4,2693.0,28.504285714285714,32.69285714285714
2020-03-22,7502.259766,7563.450195,6837.529785,7002.7099610000005,7002.7099610000005,34944.0,4.4,31732.0,63.16142857142857,25.367142857142856
2020-03-29,6952.709961,7913.109863,6771.910156,7788.796549666667,7788.796549666667,143544.0,4.4,108600.0,72.69,23.055714285714288
2020-04-05,7678.830078,8011.600098,7423.970215,7897.1433916666665,7897.1433916666665,353103.0,14.7,209559.0,72.69,20.07
2020-04-12,7819.060059,8337.170410499999,7763.089844,8309.18774375,8309.18774375,571536.0,14.7,218433.0,72.69,21.80457142857143
2020-04-19,8209.679688,8879.240234,8158.580078,8761.809895999999,8761.809895999999,768833.0,14.7,197297.0,72.69,19.789714285714286
2020-04-26,8742.540039,8855.533528666667,8359.839844,8820.639973666666,8820.639973666666,975376.0,14.7,206543.0,72.69,14.602857142857143
2020-05-03,8865.580078,9025.820313,8668.669922,8795.466797333333,8795.466797333333,1166033.0,13.2,190657.0,72.69,17.73142857142857
2020-05-10,8683.94043,9305.676432,8665.400391,9272.729817666666,9272.729817666666,1336095.0,13.2,170062.0,72.69,24.132857142857144
2020-05-17,9155.209961,9354.450195,8860.769531,9272.166341333334,9272.166341333334,1492122.0,13.2,156027.0,72.69,29.30857142857143
2020-05-24,9281.360352,9515.049805,9248.780273,9401.9853515,9401.9853515,1646821.0,13.2,154699.0,72.69,33.91607142857143
2020-05-31,9518.81518525,9597.436523666667,9182.450195,9584.436523,9584.436523,1790871.0,13.2,144050.0,72.69,34.230357142857144
2020-06-07,9526.429688,9885.222981666666,9511.879883,9875.80957,9875.80957,1939976.0,11.0,149105.0,72.69,38.93
2020-06-14,9805.69043,10155.2002,9492.75,9739.186523,9739.186523,2089949.0,11.0,149973.0,72.69,39.36714285714286
2020-06-21,9517.139648,10130.316406666667,9489.580078,10089.766603333333,10089.766603333333,2279721.0,11.0,189772.0,68.98,41.46714285714285
2020-06-28,10009.0,10306.90039,9774.506510000001,9923.893554666667,9923.893554666667,2557062.0,11.0,277341.0,68.98,41.574285714285715
2020-07-05,9850.549805,10576.96216,9742.889648,10538.51709,10538.51709,2904662.0,10.2,347600.0,68.98,42.451428571428565
2020-07-12,10487.7002,10993.766603333333,10485.82031,10680.25,10680.25,3315390.0,10.2,410728.0,68.98,43.06
2020-07-19,10951.54004,11069.25977,10370.79004,10849.793296666667,10849.793296666667,3767534.0,10.2,452144.0,68.98,43.40714285714286
2020-07-26,10672.95996,11017.42969,10313.94043,10610.62988,10610.62988,4226235.0,10.2,458701.0,67.13,43.50285714285714
2020-08-02,10547.11035,11026.446613333334,10527.42969,11005.34668,11005.34668,4652683.0,8.4,426448.0,67.13,43.287142857142854
2020-08-09,11018.01953,11282.24023,10976.113283333332,11103.243163333333,11103.243163333333,5048785.0,8.4,396102.0,67.13,44.291428571428575
2020-08-16,11153.50977,11275.402996666668,10855.05957,11247.19694,11247.19694,5420961.0,8.4,372176.0,67.13,44.637142857142855
2020-08-23,11231.96973,11676.989906666668,11228.13965,11602.5,11602.5,5720057.0,8.4,299096.0,67.13,44.61857142857143
2020-08-30,11703.33984,12117.686523333334,11535.54981,12072.416669999999,12072.416669999999,6012836.0,8.4,292779.0,67.13,45.300714285714285
2020-09-06,12017.45996,12439.48047,11100.575195,11345.194825,11345.194825,6294562.0,7.9,281726.0,67.13,42.800714285714285
2020-09-13,11279.492677499999,11566.33984,10945.21973,11214.306643333333,11214.306643333333,6550518.0,7.9,255956.0,65.80714285714285,39.23142857142857
2020-09-20,11250.79981,11495.40039,10708.366536666666,10965.806643333333,10965.806643333333,6842053.0,7.9,291535.0,62.5,40.91142857142857
2020-09-27,10768.00977,11305.510416666668,10677.84961,11293.343426666666,11293.343426666666,7126938.0,7.9,284885.0,62.5,40.99285714285714
2020-10-04,11332.32031,11606.73047,11225.16992,11424.60319,11424.60319,7428703.0,6.9,301765.0,62.5,39.67857142857143
2020-10-11,11345.24023,12045.69987,11256.25977,11967.35677,11967.35677,7776651.0,6.9,347948.0,62.5,41.06142857142857
2020-10-18,11900.12012,12204.75,11679.03353,11706.95638,11706.95638,8170362.0,6.9,393711.0,65.67142857142858,41.31857142857143
2020-10-25,11913.00977,11962.46973,11430.183593333333,11567.203123333333,11567.203123333333,8663449.0,6.9,493087.0,66.2,40.68
2020-11-01,11584.16992,11708.08008,10958.080076666667,11074.15658,11074.15658,9253123.0,6.7,589674.0,62.5,37.66285714285714
2020-11-08,11152.48047,12218.076826666666,10957.11035,11917.376303333333,11917.376303333333,10071422.0,6.7,818299.0,62.5,38.88428571428572
2020-11-15,12194.70996,12268.66016,11512.45996,11988.199866666668,11988.199866666668,11119270.0,6.7,1047848.0,65.28,41.93857142857143
2020-11-22,11925.36035,12047.12988,11842.66016,11906.107096666667,11906.107096666667,12331334.0,6.7,1212064.0,75.46,43.40428571428571
2020-11-29,11959.88965,12306.70996,11817.53027,12264.950193333332,12264.950193333332,13506849.0,6.7,1175515.0,75.46,46.550000000000004
2020-12-06,12278.78027,12583.736653333333,12090.92969,12573.806643333333,12573.806643333333,14913784.0,6.7,1406935.0,72.81714285714285,48.12428571428571
2020-12-13,12523.57031,12651.34961,12226.12988,12433.276693333333,12433.276693333333,16439304.0,6.7,1525520.0,71.76,49.55714285714286
2020-12-20,12427.86035,12793.46973,12426.25,12706.233076666667,12706.233076666667,17987912.0,6.7,1548608.0,71.76,51.145714285714284
2020-12-27,12575.59961,12829.570072499999,12474.03027,12806.897705000001,12806.897705000001,19303261.0,6.7,1315349.0,71.76,50.722857142857144
2021-01-03,12813.96973,12938.687257500002,12604.25244,12743.0651875,12743.0651875,20870438.0,6.4,1567177.0,71.76,50.809285714285714
2021-01-10,12950.21973,13113.08984,12537.41992,12970.06022,12970.06022,22610585.0,6.4,1740147.0,71.76,53.84142857142857
2021-01-17,12961.5,13037.04981,12758.09961,12900.234865,12900.234865,24138619.0,6.4,1528034.0,71.76,55.129999999999995
2021-01-24,12915.7302225,13510.72331,12835.49976,13444.326823333333,13444.326823333333,25325103.0,6.4,1186484.0,71.76,55.25857142857143
2021-01-31,13515.62988,13563.7002,12845.42969,13141.060220000001,13141.060220000001,26354555.0,6.4,1029452.0,71.76,55.36571428571428
2021-02-07,13067.65039,13679.92676,12983.09961,13664.66634,13664.66634,27182837.0,6.2,828282.0,69.11714285714287,58.68
2021-02-14,13672.33008,13848.009764999999,13531.92969,13790.734864999999,13790.734864999999,27821703.0,6.2,638866.0,68.06,61.67
2021-02-21,13804.7478,13879.76953,13328.99642,13342.753576666666,13342.753576666666,28282586.0,6.2,460883.0,68.06,63.8657142857143
2021-02-28,13414.04004,13447.37012,12758.12012,13158.446943333332,13158.446943333332,28761978.0,6.2,479392.0,68.06,65.67285714285714
2021-03-07,13106.01953,13301.62012,12208.38965,12422.22331,12422.22331,29175852.0,6.0,413874.0,65.94,66.80714285714285
2021-03-14,12629.55957,13117.86035,12287.57031,13034.123373333334,13034.123373333334,29553066.0,6.0,377214.0,64.35,68.3457142857143
2021-03-21,12936.12988,13297.48047,12704.07031,13013.33659,13013.33659,29936362.0,6.0,383296.0,64.35,65.49428571428572
2021-03-28,12943.13965,13180.66016,12627.92969,12970.200193333332,12970.200193333332,30379076.0,6.0,442714.0,59.59285714285714,62.90857142857143
2021-04-04,12950.50977,13551.0522475,12798.03027,13531.000002499999,13531.000002499999,30830477.0,6.0,451401.0,56.02,63.34342857142857
2021-04-11,13434.04004,13849.30957,13420.80957,13827.919596666667,13827.919596666667,31319805.0,6.0,489328.0,56.02,61.93228571428572
2021-04-18,13792.74023,14050.37988,13747.62988,13952.416666666666,13952.416666666666,31794870.0,6.0,475065.0,56.02,65.13571428571429
2021-04-25,13970.83008,14025.63965,13716.75977,13997.92025,13997.92025,32199301.0,6.0,404431.0,56.02,65.42428571428572
2021-05-02,13954.94043,14073.48047,13802.713543333333,13820.066410000001,13820.066410000001,32544669.0,5.8,345368.0,56.02,67.30928571428572
2021-05-09,13923.04004,13955.0,13396.11035,13479.263346666667,13479.263346666667,32830400.0,5.8,285731.0,55.75571428571429,68.84642857142858
